Id,Label,Level,Seed,In-Degree,Out-Degree,Degree,Modularity Class,modularity edit,Modularity size,Modularity label,Color,Colornodes
relative deprivation,Relative deprivation,0,false,1,1,2,15,15,1,Open source,,
status anxiety,Status Anxiety,0,false,2,1,3,15,15,1,Open source,,
symbolic capital,Symbolic capital,2,false,1,0,1,15,15,1,Open source,,
transformative asset,Transformative asset,2,false,1,0,1,15,15,1,Open source,,
veblen good,Veblen good,2,false,1,0,1,15,15,1,Open source,,
recyclebank,RecycleBank,2,false,1,0,1,15,15,1,Open source,,
"animal spirits: how human psychology drives the economy, and why it matters for global capitalism","Animal Spirits: How Human Psychology Drives the Economy, and Why It Matters for Global Capitalism",0,false,1,1,2,15,15,1,Open source,,
post-materialism,Post-materialism,0,false,2,2,4,15,15,1,Open source,,
"money-rich, time-poor","Money-rich, time-poor",0,false,1,1,2,15,15,1,Open source,,
eco-communalism,Eco-communalism,2,false,1,0,1,15,15,1,Open source,,
ecovillage,Ecovillage,2,false,1,0,1,15,15,1,Open source,,
ethical consumerism,Ethical consumerism,-1,false,1,1,2,15,15,1,Open source,,
homesteading,Homesteading,2,false,1,0,1,15,15,1,Open source,,
intentional community,Intentional community,2,false,1,0,1,15,15,1,Open source,,
intentional living,Intentional living,2,false,1,0,1,15,15,1,Open source,,
slow living,Slow living,2,false,1,0,1,15,15,1,Open source,,
slow movement (culture),Slow movement (culture),0,false,1,2,3,15,15,1,Open source,,
sustainable living,Sustainable living,0,false,1,1,2,15,15,1,Open source,,
transition towns,Transition Towns,2,false,2,0,2,15,15,1,Open source,,
workaholic,Workaholic,0,false,1,1,2,15,15,1,Open source,,
counterculture,Counterculture,0,false,1,1,2,15,15,1,Open source,,
agorism,Agorism,0,false,1,1,2,15,15,1,Open source,,
samuel edward konkin iii,Samuel Edward Konkin III,2,false,1,0,1,15,15,1,Open source,,
black market,Black Market,2,false,1,0,1,15,15,1,Open source,,
the other path: the economic answer to terrorism,The Other Path: The Economic Answer to Terrorism,2,false,1,0,1,15,15,1,Open source,,
alternative currency,Alternative currency,0,false,1,1,2,15,15,1,Open source,,
informal sector,Informal sector,0,false,1,1,2,15,15,1,Open source,,
economic secession,Economic secession,2,false,1,0,1,15,15,1,Open source,,
illegalism,Illegalism,2,false,1,0,1,15,15,1,Open source,,
affluenza: when too much is never enough,Affluenza: When Too Much is Never Enough,0,false,1,2,3,15,15,1,Open source,,
christian views on poverty and wealth,Christian views on poverty and wealth,2,false,1,0,1,15,15,1,Open source,,
diseases of affluence,Diseases of affluence,0,false,1,1,2,15,15,1,Open source,,
escape from affluenza,Escape from Affluenza,2,false,1,0,1,15,15,1,Open source,,
lifestyle disease,Lifestyle disease,2,false,1,0,1,15,15,1,Open source,,
o. j. simpson murder case,O. J. Simpson murder case,2,false,1,0,1,15,15,1,Open source,,
affluenza (film),Affluenza (film),2,false,1,0,1,15,15,1,Open source,,
collective intelligence,Collective intelligence,0,false,4,4,8,15,15,1,Open source,,
consumerism,Consumerism,-1,false,0,4,4,15,15,1,Open source,,
environmental movement,Environmental movement,-1,false,0,1,1,15,15,1,Open source,,
the theory of the leisure class,The Theory of the Leisure Class,-1,false,0,5,5,15,15,1,Open source,,
thrift,Thrift,-1,false,0,5,5,15,15,1,Open source,,
urban sprawl,Urban sprawl,0,false,0,2,2,15,15,1,Open source,,
thrifty,Thrifty,0,false,0,4,4,15,15,1,Open source,,
conrad schmidt,Conrad Schmidt,0,false,0,1,1,15,15,1,Open source,,
bling-bling,Bling-bling,0,false,0,1,1,15,15,1,Open source,,
self-expression values,Self-expression values,0,false,0,1,1,15,15,1,Open source,,
jean hudson boyd,Jean Hudson Boyd,0,false,0,1,1,15,15,1,Open source,,
crypto-anarchism,Crypto-anarchism,0,false,0,1,1,15,15,1,Open source,,
freetown christiania,Freetown Christiania,0,false,0,1,1,15,15,1,Open source,,
overconsumption,Overconsumption,0,false,0,2,2,15,15,1,Open source,,
retirement,Retirement,0,false,0,1,1,15,15,1,Open source,,
warwick fox,Warwick Fox,0,false,0,1,1,15,15,1,Open source,,
silencing dissent,Silencing Dissent,0,false,0,1,1,15,15,1,Open source,,
really really free market,Really Really Free Market,0,false,0,1,1,15,15,1,Open source,,
bandwagon effect,Bandwagon effect,0,false,0,1,1,15,15,1,Open source,,
collective behavior,Collective behavior,0,false,0,1,1,15,15,1,Open source,,
jones,Jones,0,false,0,1,1,15,15,1,Open source,,
average joe,Average Joe,0,false,0,1,1,15,15,1,Open source,,
warm-glow giving,Warm-glow giving,0,false,0,1,1,15,15,1,Open source,,
kaizen,Kaizen,0,false,0,1,1,15,15,1,Open source,,
wangari maathai,Wangari Maathai,0,false,0,1,1,15,15,1,Open source,,
mono no aware,Mono no aware,0,false,0,1,1,15,15,1,Open source,,
waste hierarchy,Waste hierarchy,0,false,0,1,1,15,15,1,Open source,,
helix of sustainability,Helix of sustainability,0,false,0,1,1,15,15,1,Open source,,
recycling in japan,Recycling in Japan,0,false,0,1,1,15,15,1,Open source,,
carrying capacity,Carrying capacity,0,false,0,1,1,15,15,1,Open source,,
exploitation of natural resources,Exploitation of natural resources,0,false,0,1,1,15,15,1,Open source,,
consumption (economics),Consumption (economics),0,false,0,1,1,15,15,1,Open source,,
negative population growth,Negative Population Growth,0,false,0,1,1,15,15,1,Open source,,
material culture,Material culture,0,false,0,2,2,15,15,1,Open source,,
whirl-mart,Whirl-Mart,0,false,0,1,1,15,15,1,Open source,,
population matters,Population Matters,0,false,0,1,1,15,15,1,Open source,,
consumption (sociology),Consumption (sociology),0,false,0,1,1,15,15,1,Open source,,
planetary management,Planetary management,0,false,0,1,1,15,15,1,Open source,,
sustainable design,Sustainable design,0,false,0,1,1,15,15,1,Open source,,
subcontractor,Subcontractor,0,false,6,7,13,7,7,1,Indipendent contractor,,
taxation in the united states,Taxation in the United States,1,false,5,0,5,7,7,1,Indipendent contractor,,
payroll taxes in the united states,Payroll taxes in the United States,1,false,5,0,5,7,7,1,Indipendent contractor,,
federal insurance contributions act tax,Federal Insurance Contributions Act tax,1,false,3,8,11,7,7,1,Indipendent contractor,,
tax day,Tax Day,1,false,2,3,5,7,7,1,Indipendent contractor,,
tax preparation,Tax preparation,1,false,3,2,5,7,7,1,Indipendent contractor,,
capital gains tax in the united states,Capital gains tax in the United States,1,false,3,1,4,7,7,1,Indipendent contractor,,
corporate tax in the united states,Corporate tax in the United States,1,false,9,0,9,7,7,1,Indipendent contractor,,
internal revenue service,Internal Revenue Service,0,false,2,1,3,7,7,1,Indipendent contractor,,
tax evasion in the united states,Tax evasion in the United States,1,false,4,0,4,7,7,1,Indipendent contractor,,
performance bond,Performance bond,-1,false,5,7,12,7,7,1,Indipendent contractor,,
general contractor,General contractor,0,false,3,3,6,7,7,1,Indipendent contractor,,
contingent workforce,Contingent workforce,-1,false,21,10,31,7,7,1,Indipendent contractor,,
real estate trends,Real estate trends,1,false,28,6,34,7,7,1,Indipendent contractor,,
inside contracting,Inside contracting,-1,false,5,3,8,7,7,1,Indipendent contractor,,
misclassification of employees as independent contractors,Misclassification of employees as independent contractors,1,false,5,0,5,7,7,1,Indipendent contractor,,
independent test organization,Independent test organization,1,false,6,1,7,7,7,1,Indipendent contractor,,
freelance marketplace,Freelance marketplace,1,false,16,0,16,7,7,1,Indipendent contractor,,
e-lancing,E-lancing,0,false,4,3,7,7,7,1,Indipendent contractor,,
online outsourcing,Online outsourcing,0,false,1,1,2,7,7,1,Indipendent contractor,,
online marketplace,Online marketplace,2,false,1,0,1,7,7,1,Indipendent contractor,,
nta inc,NTA Inc,2,false,1,0,1,7,7,1,Indipendent contractor,,
putting-out system,Putting-out system,0,false,1,1,2,7,7,1,Indipendent contractor,,
factory system,Factory system,2,false,1,0,1,7,7,1,Indipendent contractor,,
real estate,Real estate,0,false,1,1,2,7,7,1,Indipendent contractor,,
united states housing bubble,United States housing bubble,2,false,1,0,1,7,7,1,Indipendent contractor,,
real estate transaction specification,Real Estate Transaction Specification,2,false,1,0,1,7,7,1,Indipendent contractor,,
flat fee mls,Flat fee mls,2,false,1,0,1,7,7,1,Indipendent contractor,,
pocket listing,Pocket listing,0,false,1,1,2,7,7,1,Indipendent contractor,,
market trend,Market trend,0,false,1,1,2,7,7,1,Indipendent contractor,,
permatemp,Permatemp,-1,false,1,1,2,7,7,1,Indipendent contractor,,
irs reclassification,IRS Reclassification,2,false,1,0,1,7,7,1,Indipendent contractor,,
human resource management,Human Resource Management,2,false,1,0,1,7,7,1,Indipendent contractor,,
workforce,Workforce,0,false,1,1,2,7,7,1,Indipendent contractor,,
human capital,Human Capital,2,false,1,0,1,7,7,1,Indipendent contractor,,
precariat,Precariat,2,false,1,0,1,7,7,1,Indipendent contractor,,
precarious work,precarious work,2,false,1,0,1,7,7,1,Indipendent contractor,,
contingent work,Contingent work,2,false,1,0,1,7,7,1,Indipendent contractor,,
workforce casualisation,Workforce casualisation,0,false,1,1,2,7,7,1,Indipendent contractor,,
construction bidding,Construction bidding,2,false,1,0,1,7,7,1,Indipendent contractor,,
ownerbuilder,Ownerbuilder,2,false,1,0,1,7,7,1,Indipendent contractor,,
completion guarantee,Completion guarantee,2,false,1,0,1,7,7,1,Indipendent contractor,,
shop drawing,Shop drawing,2,false,1,0,1,7,7,1,Indipendent contractor,,
submittals (construction),Submittals (construction),2,false,1,0,1,7,7,1,Indipendent contractor,,
surety bond,Surety bond,0,false,1,1,2,7,7,1,Indipendent contractor,,
withholding tax,Withholding tax,2,false,1,0,1,7,7,1,Indipendent contractor,,
canadian tax preparation software for personal use,Canadian tax preparation software for personal use,2,false,1,0,1,7,7,1,Indipendent contractor,,
tax return (united states),Tax return (United States),2,false,1,0,1,7,7,1,Indipendent contractor,,
tax freedom day,Tax Freedom Day,2,false,1,0,1,7,7,1,Indipendent contractor,,
taxman,Taxman,2,false,1,0,1,7,7,1,Indipendent contractor,,
beatles,Beatles,2,false,1,0,1,7,7,1,Indipendent contractor,,
cafeteria plan,Cafeteria plan,0,false,1,3,4,7,7,1,Indipendent contractor,,
form w-2,Form W-2,2,false,1,0,1,7,7,1,Indipendent contractor,,
income tax,Income tax,2,false,1,0,1,7,7,1,Indipendent contractor,,
national insurance,National Insurance,2,false,1,0,1,7,7,1,Indipendent contractor,,
credit score (united states),Credit score (United States),2,false,1,0,1,7,7,1,Indipendent contractor,,
social security (united states),Social Security (United States),2,false,1,0,1,7,7,1,Indipendent contractor,,
medicare (united states),Medicare (United States),2,false,1,0,1,7,7,1,Indipendent contractor,,
trust fund recovery penalty,Trust Fund Recovery Penalty,2,false,1,0,1,7,7,1,Indipendent contractor,,
outsourcing,Outsourcing,0,false,1,2,3,7,7,1,Indipendent contractor,,
elancing,elancing,2,false,1,0,1,7,7,1,Indipendent contractor,,
mercenary,Mercenary,-1,false,0,1,1,7,7,1,Indipendent contractor,,
real estate broker,Real estate broker,-1,false,0,2,2,7,7,1,Indipendent contractor,,
freelancer,Freelancer,-1,false,0,3,3,7,7,1,Indipendent contractor,,
law of agency,Law of agency,-1,false,0,1,1,7,7,1,Indipendent contractor,,
business consultant,Business consultant,-1,false,0,2,2,7,7,1,Indipendent contractor,,
ir35,IR35,-1,false,0,2,2,7,7,1,Indipendent contractor,,
principal (commercial law),Principal (commercial law),-1,false,0,1,1,7,7,1,Indipendent contractor,,
realogy,Realogy,-1,false,0,2,2,7,7,1,Indipendent contractor,,
income tax in the united states,Income tax in the United States,0,false,0,5,5,7,7,1,Indipendent contractor,,
income tax audit,Income tax audit,0,false,0,7,7,7,7,1,Indipendent contractor,,
statutory employee,Statutory employee,0,false,0,11,11,7,7,1,Indipendent contractor,,
dividend tax,Dividend tax,0,false,0,1,1,7,7,1,Indipendent contractor,,
government budget balance,Government budget balance,0,false,0,1,1,7,7,1,Indipendent contractor,,
starve the beast,Starve the beast,0,false,0,1,1,7,7,1,Indipendent contractor,,
jobs and growth tax relief reconciliation act of 2003,Jobs and Growth Tax Relief Reconciliation Act of 2003,0,false,0,1,1,7,7,1,Indipendent contractor,,
sub,Sub,0,false,0,1,1,7,7,1,Indipendent contractor,,
contract manufacturer,Contract manufacturer,0,false,0,1,1,7,7,1,Indipendent contractor,,
american subcontractors association,American Subcontractors Association,0,false,0,1,1,7,7,1,Indipendent contractor,,
corporate tax,Corporate tax,0,false,0,1,1,7,7,1,Indipendent contractor,,
c corporation,C corporation,0,false,0,1,1,7,7,1,Indipendent contractor,,
tax accounting in the united states,Tax accounting in the United States,0,false,0,1,1,7,7,1,Indipendent contractor,,
taxation of cooperative corporations in the united states,Taxation of cooperative corporations in the United States,0,false,0,1,1,7,7,1,Indipendent contractor,,
capital gain,Capital gain,0,false,0,1,1,7,7,1,Indipendent contractor,,
free file alliance,Free File Alliance,0,false,0,1,1,7,7,1,Indipendent contractor,,
fraud,Fraud,0,false,0,1,1,7,7,1,Indipendent contractor,,
multiple listing service,Multiple listing service,0,false,0,1,1,7,7,1,Indipendent contractor,,
national association of realtors,National Association of Realtors,0,false,0,1,1,7,7,1,Indipendent contractor,,
foreclosure,Foreclosure,0,false,0,1,1,7,7,1,Indipendent contractor,,
real estate economics,Real estate economics,0,false,0,1,1,7,7,1,Indipendent contractor,,
century 21 real estate,Century 21 Real Estate,0,false,0,1,1,7,7,1,Indipendent contractor,,
virtual office website,Virtual Office Website,0,false,0,1,1,7,7,1,Indipendent contractor,,
internet listing display,Internet Listing Display,0,false,0,1,1,7,7,1,Indipendent contractor,,
david lereah,David Lereah,0,false,0,1,1,7,7,1,Indipendent contractor,,
flat-fee mls,Flat-fee MLS,0,false,0,1,1,7,7,1,Indipendent contractor,,
move (company),Move (company),0,false,0,1,1,7,7,1,Indipendent contractor,,
sotheby's international realty,Sotheby's International Realty,0,false,0,1,1,7,7,1,Indipendent contractor,,
canadian real estate association,Canadian Real Estate Association,0,false,0,1,1,7,7,1,Indipendent contractor,,
metropolitan regional information systems,Metropolitan Regional Information Systems,0,false,0,1,1,7,7,1,Indipendent contractor,,
seller agency,Seller agency,0,false,0,1,1,7,7,1,Indipendent contractor,,
buyer agency agreement,Buyer agency agreement,0,false,0,1,1,7,7,1,Indipendent contractor,,
real estate license,Real estate license,0,false,0,1,1,7,7,1,Indipendent contractor,,
real estate transfer tax,Real estate transfer tax,0,false,0,1,1,7,7,1,Indipendent contractor,,
united states housing market correction,United States housing market correction,0,false,0,1,1,7,7,1,Indipendent contractor,,
keller williams realty,Keller Williams Realty,0,false,0,1,1,7,7,1,Indipendent contractor,,
home equity protection,Home equity protection,0,false,0,1,1,7,7,1,Indipendent contractor,,
american homeowner preservation,American Homeowner Preservation,0,false,0,1,1,7,7,1,Indipendent contractor,,
canadian association of accredited mortgage professionals,Canadian Association of Accredited Mortgage Professionals,0,false,0,1,1,7,7,1,Indipendent contractor,,
american system of manufacturing,American system of manufacturing,0,false,0,1,1,7,7,1,Indipendent contractor,,
temporary work,Temporary work,0,false,0,1,1,7,7,1,Indipendent contractor,,
consultant,Consultant,0,false,0,1,1,7,7,1,Indipendent contractor,,
professional employer organization,Professional employer organization,0,false,0,1,1,7,7,1,Indipendent contractor,,
employment agency,Employment agency,0,false,0,1,1,7,7,1,Indipendent contractor,,
free agent (business),Free agent (business),0,false,0,3,3,7,7,1,Indipendent contractor,,
vendor management system,Vendor management system,0,false,0,1,1,7,7,1,Indipendent contractor,,
vendor on premises,Vendor on premises,0,false,0,1,1,7,7,1,Indipendent contractor,,
contingent employment (economics),Contingent employment (economics),0,false,0,1,1,7,7,1,Indipendent contractor,,
global workforce,Global workforce,0,false,0,1,1,7,7,1,Indipendent contractor,,
vworker,VWorker,0,false,0,2,2,7,7,1,Indipendent contractor,,
iqnavigator,IQNavigator,0,false,0,1,1,7,7,1,Indipendent contractor,,
contractor management,Contractor management,0,false,0,1,1,7,7,1,Indipendent contractor,,
dcr workforce,DCR Workforce,0,false,0,1,1,7,7,1,Indipendent contractor,,
beeline (software company),Beeline (software company),0,false,0,1,1,7,7,1,Indipendent contractor,,
software testing,Software testing,0,false,0,1,1,7,7,1,Indipendent contractor,,
chemical test,Chemical test,0,false,0,1,1,7,7,1,Indipendent contractor,,
physical test,Physical test,0,false,0,1,1,7,7,1,Indipendent contractor,,
fiverr,Fiverr,0,false,0,2,2,7,7,1,Indipendent contractor,,
public exchange,Public exchange,0,false,0,1,1,7,7,1,Indipendent contractor,,
freelancer.com,Freelancer.com,0,false,0,1,1,7,7,1,Indipendent contractor,,
scripted (company),Scripted (company),0,false,0,1,1,7,7,1,Indipendent contractor,,
peopleperhour,PeoplePerHour,0,false,0,1,1,7,7,1,Indipendent contractor,,
designclue,Designclue,0,false,0,1,1,7,7,1,Indipendent contractor,,
